model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model S,Performance,Solid Black,Electric,Automatic,117772.09,2024-01-18,2024-03-03,Florida,386.2,0,92.4,5.3,5,162.3,468
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,44212.02,2024-10-02,2024-10-21,Connecticut,271.0,0,63.4,6.7,7,148.1,781
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,211915.14,2024-08-14,2024-09-06,Maryland,527.3,0,95.0,6.0,5,158.0,469
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,125713.96,2024-05-21,2024-07-16,Illinois,337.8,0,60.3,2.3,5,168.8,473
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,43842.96,2023-12-28,2024-01-03,Colorado,316.0,0,89.1,1.4,5,166.9,526
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,68907.75,2023-06-12,2023-06-18,New Jersey,401.8,0,71.1,1.6,5,164.0,493
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,206544.21,2025-01-05,2025-03-24,Connecticut,449.1,0,88.8,6.3,5,142.8,595
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,74284.36,2023-04-05,2023-04-09,Arizona,462.8,0,62.3,9.3,5,158.7,598
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,109734.3,2025-01-12,2025-02-28,New Jersey,324.0,0,94.8,9.9,7,158.0,784
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,56940.21,2024-01-29,2024-02-05,Colorado,278.5,0,66.6,2.6,7,149.2,744
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,129264.32,2024-04-22,2024-04-24,Washington,345.8,0,67.0,11.9,5,154.7,559
Tesla Model 3,Performance,Solid Black,Electric,Automatic,48433.52,2023-03-21,2023-06-18,Virginia,304.5,0,61.4,1.3,5,161.7,503
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,57198.63,2024-06-16,2024-07-30,Illinois,301.5,0,71.3,6.9,7,161.5,562
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,66522.63,2024-12-29,2025-03-11,Connecticut,300.1,0,75.8,10.8,7,161.9,566
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,47126.64,2024-09-24,2024-11-15,Colorado,280.9,0,80.2,8.6,5,158.0,526
Tesla Cybertruck,Long Range,Pearl White,Electric,Automatic,53335.13,2023-05-31,2023-07-22,Massachusetts,453.9,0,92.1,7.9,5,151.2,536
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,211770.1,2024-11-30,2025-02-02,Oregon,548.8,0,80.9,2.7,5,150.2,539
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,59249.82,2024-07-16,2024-09-03,Oregon,277.0,0,66.7,8.9,7,146.7,769
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,48117.19,2023-04-01,2023-04-18,California,280.1,0,63.5,3.7,5,155.7,645
Tesla Model S,Long Range,Pearl White,Electric,Automatic,110319.51,2024-09-20,2024-10-06,New Jersey,344.3,0,83.1,9.5,5,155.2,642
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,97477.57,2024-04-16,2024-04-17,Texas,317.8,0,65.0,4.6,7,156.2,708
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,122273.95,2023-12-27,2024-02-16,Illinois,381.3,0,67.1,6.9,5,166.4,581
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,79994.39,2024-01-23,2024-02-04,Florida,373.3,0,87.6,8.6,5,140.2,431
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,62930.69,2024-10-05,2024-12-06,Massachusetts,283.6,0,86.5,2.7,7,169.6,494
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,129226.09,2024-02-10,2024-04-07,Colorado,337.6,0,90.9,8.6,5,152.7,558
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,241586.62,2023-06-10,2023-06-30,Connecticut,548.3,0,70.3,6.5,5,154.6,628
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,53665.0,2023-12-05,2024-01-06,Arizona,382.2,0,91.8,4.1,5,140.4,599
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,233188.85,2023-04-10,2023-05-23,California,489.6,0,80.5,5.2,5,155.8,522
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,70826.24,2024-04-15,2024-04-22,Illinois,395.6,0,98.5,3.2,5,150.3,425
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,213545.96,2023-05-27,2023-08-22,Virginia,401.0,0,61.7,6.1,5,156.4,479
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,113862.12,2023-05-05,2023-05-27,Connecticut,340.2,0,81.8,7.9,7,161.1,531
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,45501.47,2024-01-07,2024-03-06,Washington,270.5,0,79.1,0.8,5,166.6,509
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,52370.94,2023-06-29,2023-07-18,California,299.5,0,87.4,5.2,7,145.3,647
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,211802.65,2023-10-19,2023-12-31,California,557.0,0,65.8,7.7,5,148.7,566
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,237011.41,2024-03-28,2024-06-12,Illinois,468.7,0,80.8,6.4,5,143.4,552
Tesla Model X,Performance,Solid Black,Electric,Automatic,84206.97,2024-06-22,2024-09-04,New York,345.1,0,82.0,4.3,7,140.9,493
Tesla Model S,Long Range,Solid Black,Electric,Automatic,80354.04,2024-09-28,2024-11-28,Virginia,388.5,0,89.5,2.9,5,149.6,616
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,66345.11,2024-01-12,2024-03-30,Maryland,340.4,0,87.6,3.8,5,142.9,609
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,51574.01,2023-11-03,2024-02-01,Nevada,277.3,0,66.2,5.4,5,149.7,545
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,93024.09,2023-11-22,2023-12-22,Massachusetts,306.6,0,63.2,6.2,7,158.1,626
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,83037.51,2024-07-25,2024-09-28,Arizona,312.8,0,99.9,2.8,7,165.5,655
Tesla Model S,Long Range,Solid Black,Electric,Automatic,106541.81,2024-12-30,2025-03-02,Nevada,379.2,0,74.9,0.8,5,145.0,535
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,103313.95,2024-02-26,2024-05-18,Illinois,352.3,0,68.1,7.2,5,144.1,560
Tesla Model X,Long Range,Solid Black,Electric,Automatic,95694.63,2024-08-02,2024-09-02,Colorado,322.1,0,93.6,2.8,7,168.4,482
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,210256.37,2024-11-16,2025-01-09,California,478.1,0,93.1,8.8,5,146.8,561
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,55176.85,2024-05-28,2024-06-04,Connecticut,348.6,0,75.8,10.5,5,169.9,530
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,93460.44,2023-11-02,2024-01-26,Maryland,340.3,0,68.7,6.1,7,150.2,620
Tesla Model X,Long Range,Solid Black,Electric,Automatic,102413.91,2024-04-10,2024-06-25,California,307.2,0,90.6,2.7,7,152.1,621
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,84468.85,2024-09-02,2024-11-01,Maryland,329.8,0,61.5,8.7,7,165.9,736
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,129080.67,2023-09-09,2023-12-04,New Jersey,335.8,0,93.2,5.7,7,147.6,513
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,75703.12,2023-07-24,2023-08-26,Arizona,412.2,0,93.8,7.2,5,166.7,493
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,59129.22,2024-05-27,2024-06-29,Connecticut,310.4,0,89.0,1.2,5,160.2,560
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,49658.46,2024-08-31,2024-10-30,California,280.9,0,93.8,7.7,7,161.8,631
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,58958.77,2023-10-08,2023-12-01,Massachusetts,318.0,0,89.4,5.1,5,166.7,455
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,80262.9,2023-07-15,2023-10-05,Massachusetts,315.3,0,88.2,7.0,7,149.0,515
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,48849.89,2025-01-15,2025-01-23,Connecticut,323.8,0,67.9,1.0,5,157.4,544
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,124694.21,2023-12-11,2024-01-01,Nevada,403.9,0,66.1,9.6,5,152.2,567
Tesla Model 3,Performance,Pearl White,Electric,Automatic,45971.81,2024-02-09,2024-03-07,Massachusetts,309.5,0,63.5,10.0,5,165.4,605
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,77376.02,2024-01-30,2024-02-29,New York,327.5,0,73.9,9.4,5,146.7,477
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,51823.54,2024-08-13,2024-08-19,Colorado,378.9,0,95.9,7.8,5,153.4,477
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,56690.35,2024-05-15,2024-06-23,Texas,269.8,0,68.2,4.2,7,148.6,756
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,46885.8,2023-05-09,2023-06-18,Arizona,310.4,0,88.2,4.5,5,155.3,500
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,50078.69,2024-05-08,2024-05-27,California,267.4,0,90.1,4.4,5,148.6,543
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,59042.63,2024-01-24,2024-02-04,Arizona,275.9,0,89.8,6.2,7,157.2,511
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,95141.58,2024-10-18,2025-01-02,Maryland,319.9,0,94.3,3.1,7,140.0,644
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,100905.93,2023-08-05,2023-08-23,Oregon,326.2,0,64.6,2.9,7,146.6,680
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,236912.97,2023-07-25,2023-10-06,Florida,483.0,0,60.8,5.3,5,145.8,522
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,218487.49,2023-12-20,2023-12-25,New Jersey,402.3,0,99.0,7.2,5,143.7,468
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,40638.53,2025-03-03,2025-04-04,Maryland,295.4,0,70.5,8.3,5,143.3,504
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,201282.95,2023-06-17,2023-08-25,New Jersey,584.5,0,71.3,5.0,5,159.9,542
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,42170.56,2024-01-07,2024-02-16,Virginia,273.5,0,73.1,5.7,5,164.2,549
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,51093.26,2024-04-27,2024-07-13,Maryland,313.5,0,67.0,4.9,5,154.6,526
Tesla Model X,Performance,Solid Black,Electric,Automatic,120626.08,2023-04-14,2023-05-27,New Jersey,334.2,0,83.5,2.9,7,154.7,491
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,115323.3,2023-08-26,2023-10-12,Maryland,305.7,0,82.4,5.7,7,167.9,487
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,81997.36,2024-11-25,2025-02-12,Massachusetts,331.5,0,80.2,10.2,7,165.4,856
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,52245.55,2024-03-03,2024-04-07,Connecticut,403.4,0,71.0,10.0,5,153.8,473
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,95071.39,2024-04-21,2024-06-23,Colorado,343.0,0,99.5,3.6,7,157.0,764
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,52748.58,2024-01-17,2024-01-24,Illinois,280.8,0,64.0,1.5,7,144.5,824
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,48608.77,2024-10-26,2025-01-13,Nevada,289.3,0,87.7,8.2,5,154.7,587
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,67969.02,2025-02-03,2025-04-25,Oregon,278.5,0,90.8,5.0,7,167.3,667
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,237276.44,2024-05-02,2024-05-16,Texas,487.7,0,90.0,10.2,5,150.6,615
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,74824.33,2024-07-04,2024-07-28,Washington,476.1,0,86.4,4.5,5,149.0,626
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,55929.36,2023-04-14,2023-06-07,California,441.9,0,69.5,7.1,5,164.4,526
Tesla Roadster,Performance,Pearl White,Electric,Automatic,227494.48,2024-12-28,2025-01-31,Illinois,561.3,0,81.9,0.6,5,153.9,634
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,64862.99,2024-07-25,2024-10-10,Colorado,281.3,0,64.6,6.5,5,168.9,488
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,53303.8,2024-01-31,2024-03-19,Oregon,293.0,0,97.1,5.6,5,155.4,503
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,55120.49,2024-03-08,2024-05-29,Washington,285.1,0,73.5,5.1,7,144.5,439
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,226656.63,2024-12-15,2025-01-11,California,550.5,0,66.2,9.7,5,152.4,482
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,45686.06,2023-07-27,2023-09-16,Nevada,281.2,0,74.7,11.2,5,165.2,542
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,102704.34,2024-11-29,2025-01-28,Washington,369.9,0,97.8,5.0,5,142.7,466
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,238666.06,2023-10-12,2023-10-29,Connecticut,423.9,0,79.8,1.7,5,143.9,442
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,82189.01,2023-06-26,2023-09-17,Nevada,382.8,0,64.7,7.9,5,158.9,582
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,48610.43,2023-10-29,2023-12-22,Maryland,329.6,0,70.1,7.0,7,153.3,774
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,58229.99,2025-03-10,2025-04-05,Virginia,363.8,0,71.2,8.7,5,152.8,456
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,45314.68,2023-07-30,2023-08-02,New Jersey,303.0,0,95.8,11.9,7,163.5,693
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,43842.11,2023-05-10,2023-08-06,Arizona,278.5,0,63.0,1.9,5,162.6,477
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,45915.6,2024-12-08,2025-02-19,Nevada,278.1,0,65.8,6.2,7,160.7,428
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,206787.51,2024-04-14,2024-06-07,Florida,423.1,0,70.8,1.2,5,164.3,514
Tesla Model S,Performance,Ultra Red,Electric,Automatic,108181.03,2025-02-08,2025-03-01,New York,404.7,0,98.3,1.8,5,147.6,456
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,45187.93,2024-08-11,2024-09-18,New York,288.5,0,67.8,5.0,7,160.5,810
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,247035.27,2024-02-12,2024-02-16,Illinois,450.4,0,70.9,7.7,5,142.1,488
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,73503.94,2023-12-12,2024-01-16,Connecticut,354.2,0,97.8,11.9,5,168.9,624
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,115793.17,2024-03-06,2024-05-28,New York,324.4,0,73.4,5.4,7,152.0,518
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,212185.52,2023-06-21,2023-09-06,Florida,435.4,0,82.7,9.2,5,150.9,589
Tesla Model Y,Performance,Pearl White,Electric,Automatic,62965.11,2024-03-18,2024-06-02,California,321.9,0,89.9,4.5,7,163.5,534
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,47801.79,2024-01-07,2024-01-11,Washington,279.3,0,97.9,11.1,5,145.1,554
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,58827.3,2024-07-13,2024-08-14,Colorado,487.5,0,94.7,10.4,5,141.2,437
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,59743.19,2024-05-23,2024-07-11,Maryland,278.8,0,84.4,10.4,7,158.4,630
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,51309.96,2024-10-06,2024-11-20,Colorado,323.1,0,62.6,6.9,7,160.6,658
Tesla Roadster,Performance,Solid Black,Electric,Automatic,236029.57,2023-10-28,2023-12-26,California,561.7,0,62.5,3.7,5,143.8,482
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,57542.85,2024-07-02,2024-09-06,Texas,302.0,0,68.8,10.7,7,140.3,432
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,54148.14,2024-02-11,2024-05-07,New York,391.8,0,77.6,11.3,5,156.1,523
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,201289.61,2023-11-18,2023-12-02,Massachusetts,444.2,0,97.2,3.2,5,160.7,448
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,82285.86,2023-03-19,2023-04-13,California,345.9,0,71.3,4.1,5,142.8,521
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,249376.87,2024-12-01,2025-02-16,Illinois,539.4,0,84.7,2.3,5,157.5,439
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,110260.34,2024-11-29,2025-01-02,New Jersey,325.9,0,87.9,2.4,7,152.5,793
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,107431.67,2024-05-11,2024-06-30,Colorado,359.9,0,64.2,2.5,5,162.1,535
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,44457.96,2023-11-09,2024-01-01,Texas,319.2,0,80.2,8.0,7,165.0,749
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,67474.13,2023-08-10,2023-10-25,Florida,293.8,0,63.1,2.5,7,150.7,697
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,69521.85,2024-07-05,2024-09-16,Colorado,388.8,0,88.4,3.2,5,145.2,505
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,104858.51,2023-09-21,2023-11-02,New Jersey,401.3,0,99.4,9.4,5,155.6,606
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,242367.87,2024-11-24,2025-01-14,Texas,487.2,0,85.2,4.3,5,168.4,431
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,90222.62,2023-11-02,2023-11-23,Virginia,334.0,0,61.7,9.4,5,151.2,555
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,129292.37,2024-04-19,2024-05-31,Florida,347.2,0,62.5,3.1,5,152.1,530
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,67380.79,2024-05-05,2024-07-23,California,426.9,0,68.0,6.8,5,167.7,528
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,235420.51,2024-09-23,2024-12-11,Illinois,405.3,0,72.7,6.6,5,145.0,472
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,109472.65,2023-12-08,2024-01-21,Oregon,343.9,0,60.1,5.8,5,146.0,603
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,46078.76,2023-12-28,2024-01-14,Connecticut,309.3,0,77.1,8.9,5,169.4,493
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,210799.67,2024-01-14,2024-02-24,Connecticut,613.3,0,88.2,6.5,5,158.6,446
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,58901.69,2025-01-24,2025-02-09,Arizona,273.9,0,74.8,11.6,7,150.7,705
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,50775.8,2024-09-13,2024-09-30,Colorado,271.9,0,68.1,7.9,5,141.9,596
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,74380.71,2025-02-22,2025-05-13,Texas,340.3,0,80.9,3.8,5,151.4,478
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,75912.66,2023-05-07,2023-05-15,Washington,284.4,0,68.0,6.4,5,142.6,538
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,44093.63,2024-02-12,2024-03-13,California,302.5,0,91.6,5.1,5,162.5,453
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,53452.4,2023-10-07,2023-10-28,California,318.2,0,67.2,10.6,5,146.5,554
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,49898.35,2023-03-22,2023-06-09,Nevada,314.9,0,70.3,11.2,7,164.3,717
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,54122.45,2025-03-10,2025-05-09,New York,314.1,0,61.9,8.5,7,159.8,858
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,244810.54,2024-07-03,2024-09-27,Maryland,438.3,0,76.8,4.7,5,151.0,630
Tesla Model X,Performance,Pearl White,Electric,Automatic,127018.06,2023-07-18,2023-09-02,Texas,341.2,0,95.2,0.6,7,157.6,795
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,49571.69,2024-08-26,2024-11-13,Virginia,305.4,0,91.6,9.0,5,166.4,515
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,47421.01,2023-04-12,2023-06-18,Florida,324.7,0,64.2,10.7,7,166.4,480
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,59740.77,2024-07-08,2024-08-21,Washington,298.7,0,65.0,5.1,7,161.8,571
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,68071.76,2024-04-10,2024-04-14,Massachusetts,260.8,0,83.3,11.0,7,165.7,804
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,41579.57,2025-01-21,2025-04-18,New Jersey,315.2,0,87.9,2.6,5,145.2,522
Tesla Model Y,Performance,Pearl White,Electric,Automatic,47593.88,2024-09-29,2024-12-04,Arizona,329.9,0,79.2,3.1,7,142.8,581
Tesla Roadster,Performance,Pearl White,Electric,Automatic,211476.87,2023-11-06,2024-01-19,Nevada,473.6,0,83.9,11.0,5,157.0,503
Tesla Model S,Performance,Ultra Red,Electric,Automatic,106561.53,2024-02-29,2024-04-20,Washington,351.7,0,90.9,9.9,5,156.5,533
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,118985.32,2023-11-21,2023-11-29,New York,317.8,0,80.5,9.8,7,151.7,737
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,92213.19,2023-11-10,2024-01-17,Maryland,380.2,0,87.6,10.7,5,146.3,546
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,43340.02,2025-02-16,2025-03-19,Maryland,307.0,0,65.5,2.2,5,144.0,645
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,123254.98,2024-06-15,2024-06-23,Florida,353.2,0,78.4,1.0,5,143.1,563
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,79410.55,2024-12-31,2025-02-26,Virginia,360.2,0,90.5,5.2,5,146.7,593
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,45982.03,2023-09-27,2023-10-10,New York,262.4,0,62.2,6.1,7,147.7,709
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,110804.57,2023-06-22,2023-07-24,Maryland,331.5,0,80.9,11.9,5,164.2,479
Tesla Model X,Performance,Ultra Red,Electric,Automatic,111542.97,2023-07-29,2023-09-29,Arizona,344.3,0,76.2,11.5,7,167.6,683
Tesla Model X,Performance,Pearl White,Electric,Automatic,98989.21,2023-05-27,2023-08-13,Virginia,330.2,0,77.7,9.3,7,159.6,750
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,86741.92,2023-07-27,2023-09-23,New York,404.5,0,73.6,10.7,5,143.4,443
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,246041.71,2024-05-15,2024-07-14,Oregon,436.2,0,93.2,10.4,5,148.1,448
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,217113.08,2024-10-02,2024-10-27,Illinois,618.8,0,60.2,8.6,5,149.7,573
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,60296.87,2024-08-22,2024-10-17,Washington,324.8,0,61.3,9.5,7,166.0,869
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,42476.34,2024-04-25,2024-05-03,Connecticut,313.3,0,84.7,2.1,5,159.1,461
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,99305.08,2023-07-28,2023-08-19,California,341.3,0,83.9,2.0,7,153.9,755
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,50237.87,2025-01-12,2025-03-08,New York,490.7,0,74.8,6.7,5,145.0,565
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,79014.49,2023-07-28,2023-09-13,Massachusetts,324.7,0,83.2,10.7,5,141.2,649
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,85635.87,2024-07-29,2024-08-11,Nevada,388.5,0,73.2,7.8,5,143.9,500
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,39640.76,2023-11-09,2024-01-21,New York,307.7,0,65.8,4.1,5,165.0,459
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,232285.67,2024-01-17,2024-04-15,California,458.0,0,64.6,10.6,5,166.7,446
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,66576.97,2023-10-04,2023-11-06,Washington,287.9,0,92.0,10.8,7,155.6,887
Tesla Model X,Performance,Ultra Red,Electric,Automatic,137536.12,2023-08-18,2023-11-05,Virginia,339.6,0,75.9,2.5,7,150.2,476
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,59764.31,2023-12-01,2024-02-03,Oregon,304.9,0,77.7,9.7,7,155.3,490
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,99505.77,2024-09-12,2024-10-18,Connecticut,396.8,0,63.6,10.2,5,161.1,628
Tesla Model S,Plaid,Solid Black,Electric,Automatic,88988.07,2023-06-29,2023-07-21,Florida,386.4,0,84.5,6.1,5,164.1,589
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,81960.48,2024-09-03,2024-11-09,Oregon,329.6,0,71.8,8.6,7,140.3,871
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,203230.4,2025-02-15,2025-03-11,Virginia,493.9,0,83.6,6.5,5,150.6,470
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,212280.04,2023-12-25,2024-01-22,Massachusetts,497.1,0,84.8,10.3,5,140.5,467
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,48611.87,2025-03-06,2025-03-14,Illinois,325.9,0,81.1,11.7,5,151.2,568
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,49877.91,2025-01-14,2025-02-08,Virginia,298.0,0,88.1,6.1,7,154.1,765
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,72614.15,2025-01-26,2025-04-24,Texas,355.8,0,72.3,7.0,5,144.9,628
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,232408.81,2023-08-04,2023-09-21,New Jersey,426.8,0,65.1,5.4,5,151.8,527
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,53424.79,2023-11-23,2024-02-01,Arizona,400.8,0,89.5,2.5,5,163.6,616
